uuid,item_volume,item_attractiveness,putaway_zone,initial_stock
A008567,0.002839104,0.0009516041326808048,OPT-A-05-07,0
A008568,0.0007425,0.0018125793003443901,OPT-A-01-04,0
A008569,0.0010045,0.0004078303425774878,OPT-A-01-04,0
A008570,0.00513,0.0010422330976980242,OPT-B-01-04,2
A008571,4.6240000000000005e-05,0.0,OPT-B-01-04,5
A008572,0.000616875,0.000543773790103317,OPT-B-01-04,3
A008573,0.0017408699999999998,0.0002718868950516585,OPT-C-01-04,1
A008574,0.000736,0.000543773790103317,OPT-B-01-04,1
A008575,0.001701,0.002945441363059634,OPT-B-01-04,2
A008576,0.0020405,0.00045314482508609753,OPT-B-01-04,3
A008577,0.0009225,4.5314482508609755e-05,OPT-C-01-04,0
A008578,0.00125,4.5314482508609755e-05,OPT-C-01-04,0
A008579,0.002412,4.5314482508609755e-05,OPT-C-05-07,1
A008580,0.002412,0.00036251586006887804,OPT-A-05-07,2
A008581,0.00256275,4.5314482508609755e-05,OPT-B-05-07,0
A008582,0.008658,0.0043955048033351455,OPT-B-05-07,4
A008583,0.010246602016840864,0.00013594344752582924,OPT-C-01-04,6
A008584,0.00585,0.0,OPT-C-01-04,2
A008585,0.0047012,9.062896501721951e-05,OPT-C-01-04,0
A008586,0.0063,4.5314482508609755e-05,OPT-C-01-04,2
A008587,0.0086625,0.002990755845568244,OPT-B-07-11,1
A008588,0.018941,0.0,OPT-C-05-07,6
A008589,0.00815625,0.0,OPT-B-01-04,0
A008590,0.00609375,0.0004078303425774878,OPT-C-01-04,1
A008591,0.0036,4.5314482508609755e-05,OPT-C-01-04,1
A008592,0.0072625,0.0007250317201377561,OPT-B-01-04,1
A008593,0.00495,0.0,OPT-C-01-04,4
A008594,0.0042735,0.0009062896501721951,OPT-B-01-04,0
A008595,0.0063,0.0009969186151894145,OPT-A-07-11,3
A008596,0.007525,0.0024016675729563166,OPT-B-05-07,2
A008597,0.001198392,0.0,OPT-B-01-04,2
A008598,5.5e-05,0.0,OPT-C-01-04,1
A008599,4.68e-06,0.0,OPT-B-01-04,1
A008600,4.41e-06,0.0,OPT-B-01-04,2
A008601,0.00065772,4.5314482508609755e-05,OPT-C-01-04,0
A008602,8.0631e-05,0.0,OPT-B-01-04,0
A008603,0.001113336,9.062896501721951e-05,OPT-B-01-04,1
A008604,0.000103125,4.5314482508609755e-05,OPT-C-01-04,1
A008605,0.0031555999999999997,4.5314482508609755e-05,OPT-B-01-04,4
A008606,0.0018515,0.0,PALLET-B,0
A008607,0.023575,0.00022657241254304877,OPT-A-07-11,0
A008608,0.448949,4.5314482508609755e-05,PALLET_JACK,0
A008609,0.43848,4.5314482508609755e-05,PALLET_JACK,0
A008610,4.5600000000000004e-05,4.5314482508609755e-05,OPT-A-01-04,0
A008611,0.10725,0.0,PALLET-C,2
A008612,0.002736,0.0,OPT-C-01-04,1
A008613,0.06085575,4.5314482508609755e-05,OPT-A-07-11,0
A008614,0.068244,0.0,OPT-C-01-04,1
A008615,0.054782,0.0,OPT-C-01-04,2
A008616,0.0675213,4.5314482508609755e-05,OPT-C-01-04,0
A008617,0.0675213,0.0,PALLET-B,0
A008618,0.02961475,0.0,OPT-C-05-07,0
A008619,0.002578125,9.062896501721951e-05,OPT-B-05-07,0
A008620,0.0042673500000000005,0.0,OPT-A-05-07,1
A008621,0.0016875,0.00045314482508609753,OPT-A-01-04,0
A008622,5.3824e-05,0.0,OPT-C-01-04,1
A008623,0.019602,0.0,PALLET-C,2
A008624,0.00010494,0.0,OPT-C-01-04,1
A008625,0.0028121599999999997,0.0,OPT-MDK-14,1
A008626,0.00014,0.0,OPT-C-01-04,1
A008627,8.1e-05,0.0,OPT-C-01-04,1
A008628,0.000157248,0.0,OPT-B-01-04,1
A008629,0.00019511099999999998,4.5314482508609755e-05,OPT-C-01-04,1
A008630,0.002705625,0.0,PALLET-C,1
A008631,0.000228888,4.5314482508609755e-05,OPT-A-01-04,0
A008632,0.03715172645202733,4.5314482508609755e-05,OPT-B-05-07,0
A008633,0.000355,0.0,PALLET-C,1
A008634,0.011676,0.0,OPT-C-05-07,2
A008635,0.00574182,0.0,OPT-B-01-04,3
A008636,0.0023481149999999996,0.0,OPT-C-05-07,0
A008637,0.005731125,0.0,PALLET-C,3
A008638,0.05236,9.062896501721951e-05,OPT-B-01-04,0
A008639,0.000735,0.00013594344752582924,OPT-B-01-04,0
A008640,0.0010854480000000001,0.00018125793003443902,OPT-B-01-04,1
A008641,0.000974688,0.00036251586006887804,OPT-MDK-14,1
A008642,0.00020569999999999999,0.0,OPT-B-01-04,0
A008643,0.00115,0.00018125793003443902,OPT-A-01-04,1
A008644,0.001617,0.013277143375022657,OPT-A-07-11,10
A008645,0.000221875,0.0,OPT-C-01-04,39
A008646,0.007173792,4.5314482508609755e-05,OPT-C-05-07,1
A008647,0.0135,0.00013594344752582924,OPT-C-05-07,0
A008648,0.004134375,0.0003172013775602683,OPT-B-01-04,0
A008649,0.23121875000000003,0.0,OPT-C-08,3
A008650,0.02387025,0.0,OPT-C-05-07,2
A008651,0.0088305,0.00013594344752582924,OPT-C-01-04,0
A008652,4.1334e-05,0.000543773790103317,OPT-A-01-04,1
A008653,0.00341775,4.5314482508609755e-05,OPT-C-01-04,1
A008654,0.012096875,0.00013594344752582924,OPT-B-01-04,0
A008655,0.003264,4.5314482508609755e-05,OPT-A-05-07,1
A008656,0.0080208,9.062896501721951e-05,OPT-C-05-07,2
A008657,0.002109375,4.5314482508609755e-05,OPT-B-05-07,0
A008658,0.01024,0.0,OPT-C-07-11,1
A008659,0.01029105,0.0,OPT-A-05-07,1
A008660,0.010752,0.0,OPT-B-01-04,1
A008661,2.9768e-05,0.0004078303425774878,OPT-B-01-04,1
A008662,4.8e-05,0.0006797172376291463,OPT-A-01-04,0
A008663,1e-09,0.0,OPT-B-01-04,5
A008664,4e-05,0.0006344027551205366,OPT-B-01-04,2
A008665,1.2675000000000001e-05,0.0007703462026463658,OPT-A-01-04,2
A008666,1.2284000000000001e-05,0.0005890882726119267,OPT-A-01-04,2
A008667,7.7616e-05,0.00013594344752582924,OPT-B-01-04,9
A008668,5.4674999999999994e-05,4.5314482508609755e-05,OPT-C-01-04,1
A008669,0.00026136000000000003,0.0,OPT-B-01-04,3
A008670,2.645e-05,0.0004078303425774878,OPT-B-01-04,0
A008671,0.000430592,9.062896501721951e-05,OPT-C-01-04,2
A008672,0.01108,0.00022657241254304877,OPT-B-01-04,0
A008673,0.015246,9.062896501721951e-05,OPT-A-05-07,3
A008674,0.08164372916666665,0.0,OPT-B-01-04,1
A008675,5.5125e-05,9.062896501721951e-05,OPT-C-01-04,0
A008676,0.000450846,0.0,OPT-C-01-04,1
A008677,0.000223587,0.0,OPT-C-01-04,1
A008678,5.016e-06,0.0002718868950516585,OPT-B-01-04,0
A008679,0.004373553,0.0,OPT-C-01-04,0
A008680,0.001640625,0.0,OPT-C-01-04,1
A008681,0.0024948,9.062896501721951e-05,OPT-C-01-04,0
A008682,0.002916,0.00022657241254304877,OPT-B-01-04,0
A008683,0.004198272,4.5314482508609755e-05,OPT-B-01-04,1
A008684,0.001792,0.0003172013775602683,OPT-B-01-04,0
A008685,0.00314608,4.5314482508609755e-05,OPT-C-01-04,0
A008686,0.002046336,9.062896501721951e-05,OPT-C-01-04,2
A008687,0.0021449520000000003,9.062896501721951e-05,OPT-B-01-04,2
A008688,8.072400000000001e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008689,0.002645,0.0,OPT-C-05-07,2
A008690,0.0010570999999999998,9.062896501721951e-05,OPT-C-01-04,0
A008691,0.000847,4.5314482508609755e-05,OPT-B-01-04,0
A008692,0.00105125,0.00036251586006887804,OPT-B-01-04,0
A008693,0.0009408,0.0,OPT-B-01-04,1
A008694,0.0019855,0.00018125793003443902,OPT-A-05-07,1
A008695,0.00211288,0.00045314482508609753,OPT-B-01-04,0
A008696,0.0004,0.0,OPT-C-01-04,0
A008697,0.00128,0.0,OPT-C-05-07,0
A008698,0.001792,0.00013594344752582924,MERAKEZET,1
A008699,0.0021219499999999996,0.0,OPT-MDK-14,1
A008700,0.000703125,0.0,OPT-C-01-04,0
A008701,0.001299044,0.0,OPT-B-01-04,1
A008702,0.002646,4.5314482508609755e-05,OPT-C-01-04,0
A008703,0.0010909359999999998,0.0,OPT-C-05-07,0
A008704,0.001782,0.0,OPT-C-05-07,1
A008705,0.0017917999999999999,0.0,OPT-C-05-07,1
A008706,0.001340032,0.0,OPT-C-05-07,1
A008707,0.001152,0.0,OPT-C-01-04,1
A008708,0.0012635,0.0,OPT-B-01-04,1
A008709,0.0018,9.062896501721951e-05,OPT-B-01-04,0
A008710,0.0012427,0.0004078303425774878,OPT-B-01-04,0
A008711,0.002,4.5314482508609755e-05,OPT-B-01-04,0
A008712,0.00203456,4.5314482508609755e-05,OPT-B-01-04,0
A008713,0.000454597,0.0,OPT-B-01-04,1
A008714,0.00013987600000000001,0.0,OPT-C-01-04,1
A008715,2.3762e-05,4.5314482508609755e-05,OPT-C-01-04,1
A008716,1.0092000000000001e-05,0.0,OPT-B-01-04,1
A008717,2.2187999999999998e-05,0.0,OPT-B-01-04,1
A008718,1.4449999999999999e-05,0.0,OPT-C-01-04,2
A008719,1.4449999999999999e-05,0.00013594344752582924,OPT-A-01-04,0
A008720,2.0808e-05,0.0,OPT-B-01-04,2
A008721,2.0808e-05,0.0,OPT-C-01-04,1
A008722,3.1212e-05,4.5314482508609755e-05,OPT-A-01-04,0
A008723,3.1212e-05,4.5314482508609755e-05,OPT-B-01-04,2
A008724,2.25e-05,0.0,OPT-A-01-04,0
A008725,4.7045e-05,0.0,OPT-C-01-04,2
A008726,7.22e-05,0.0,PALLET-C,1
A008727,4.0898e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008728,4.205e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008729,5.3792e-05,0.0,OPT-C-01-04,1
A008730,4.7068e-05,0.0,OPT-C-01-04,2
A008731,0.000509232,0.0,OPT-C-05-07,0
A008732,3.2805e-05,0.00022657241254304877,OPT-C-01-04,1
A008733,1.1907e-05,4.5314482508609755e-05,OPT-C-01-04,5
A008734,1.1907e-05,0.0,OPT-C-01-04,1
A008735,1.1907e-05,0.0,OPT-C-01-04,2
A008736,2.43e-05,9.062896501721951e-05,OPT-C-01-04,0
A008737,2.43e-05,0.0,PALLET-C,2
A008738,1.5842000000000002e-05,0.00013594344752582924,OPT-C-01-04,0
A008739,1.5842000000000002e-05,4.5314482508609755e-05,OPT-B-01-04,0
A008740,1.9600000000000002e-05,0.0,OPT-B-01-04,2
A008741,1.0125e-05,0.00018125793003443902,OPT-B-01-04,5
A008742,2.9584e-05,0.00045314482508609753,OPT-A-01-04,0
A008743,0.00018742500000000002,0.00013594344752582924,OPT-A-01-04,1
A008744,5.0575e-05,0.0,OPT-B-01-04,2
A008745,0.00015,0.0,OPT-C-01-04,2
A008746,0.00017325,0.0,OPT-C-01-04,2
A008747,0.0001,0.0,OPT-C-01-04,2
A008748,4.7068e-05,0.0,OPT-B-01-04,2
A008749,4.332e-06,0.0002718868950516585,OPT-B-01-04,0
A008750,3.1212e-05,4.5314482508609755e-05,OPT-A-01-04,0
A008751,6.317499999999999e-05,0.0,OPT-C-01-04,1
A008752,6.0552e-05,0.0,OPT-C-01-04,1
A008753,3e-05,0.0003172013775602683,OPT-B-01-04,1
A008754,5.7966999999999996e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008755,1.728e-06,9.062896501721951e-05,OPT-B-01-04,1
A008756,0.000108375,4.5314482508609755e-05,OPT-C-01-04,0
A008757,0.000116699,0.0,OPT-B-01-04,3
A008758,8.601600000000001e-05,0.0,OPT-B-01-04,1
A008759,1.1236e-05,0.0,OPT-C-01-04,1
A008760,1.6853999999999998e-05,0.0,OPT-B-01-04,1
A008761,0.0001088,0.00013594344752582924,OPT-B-01-04,0
A008762,7.2000000000000005e-06,0.0,OPT-B-01-04,1
A008763,0.0002352,0.0,OPT-C-01-04,1
A008764,0.00375,0.0,OPT-C-01-04,0
A008765,0.0007938,4.5314482508609755e-05,OPT-A-05-07,0
A008766,0.00103968,4.5314482508609755e-05,OPT-B-01-04,0
A008767,0.000184,0.0,OPT-C-05-07,0
A008768,4.375e-05,0.0004078303425774878,OPT-B-01-04,1
A008769,9.8e-05,0.0,OPT-B-01-04,5
A008770,0.005184,0.0,OPT-B-01-04,43
A008771,0.00055125,0.0,OPT-C-01-04,0
A008772,0.002100875,0.0,OPT-C-01-04,0
A008773,0.005408,4.5314482508609755e-05,OPT-C-01-04,2
A008774,0.0007875,4.5314482508609755e-05,OPT-C-01-04,2
A008775,0.00126,0.00045314482508609753,OPT-B-01-04,0
A008776,0.001863,4.5314482508609755e-05,OPT-C-01-04,1
A008777,0.000435483,0.0,OPT-B-01-04,2
A008778,0.000725114,0.0002718868950516585,OPT-A-01-04,2
A008779,0.000910823,0.0,OPT-B-01-04,2
A008780,0.0005,0.0,OPT-B-01-04,2
A008781,0.000783225,4.5314482508609755e-05,OPT-A-01-04,0
A008782,0.000509652,0.0,OPT-B-01-04,1
A008783,0.001155625,0.0,OPT-B-01-04,2
A008784,0.00081,0.000543773790103317,OPT-B-01-04,0
A008785,0.002178,9.062896501721951e-05,OPT-C-05-07,5
A008786,0.000443904,0.00018125793003443902,OPT-C-01-04,0
A008787,0.001155625,0.00013594344752582924,OPT-C-05-07,0
A008788,0.001,0.0011328620627152437,OPT-A-05-07,2
A008789,0.000509232,0.00018125793003443902,OPT-B-01-04,0
A008790,0.00041905,0.0,OPT-C-01-04,3
A008791,0.00104,0.0,OPT-B-01-04,1
A008792,0.0023231999999999997,0.0007250317201377561,OPT-B-01-04,0
A008793,0.002267064,0.0004078303425774878,OPT-B-01-04,3
A008794,0.000744012,0.0003172013775602683,OPT-B-01-04,2
A008795,0.00104,0.00022657241254304877,OPT-A-05-07,0
A008796,0.0001936,4.5314482508609755e-05,OPT-B-01-04,0
A008797,0.0007905,0.00022657241254304877,OPT-B-01-04,4
A008798,0.0002793,0.00013594344752582924,OPT-B-01-04,0
A008799,0.0014976,0.0006797172376291463,OPT-B-01-04,3
A008800,0.0027,0.0017219503353271706,OPT-A-05-07,0
A008801,0.0011552,4.5314482508609755e-05,OPT-C-01-04,1
A008802,0.000350892,4.5314482508609755e-05,OPT-A-01-04,1
A008803,0.000456,0.0004984593075947072,OPT-A-01-04,3
A008804,0.0004332,0.0,PALLET-C,1
A008805,0.00011520000000000001,0.0,PALLET-B,7
A008806,0.000777568,0.00022657241254304877,OPT-MDK-14,2
A008807,0.00013689,9.062896501721951e-05,OPT-B-01-04,3
A008808,0.00073728,0.0,OPT-C-05-07,1
A008809,0.00067375,0.0,OPT-C-01-04,3
A008810,0.000289,0.0,OPT-C-01-04,4
A008811,0.000950625,0.00036251586006887804,OPT-C-01-04,0
A008812,0.000181447,0.0,OPT-B-01-04,2
A008813,0.00032768,0.00018125793003443902,OPT-A-01-04,1
A008814,0.00027744,9.062896501721951e-05,OPT-A-01-04,5
A008815,0.000399424,0.00013594344752582924,OPT-B-01-04,4
A008816,0.00049928,4.5314482508609755e-05,OPT-C-01-04,7
A008817,0.000288,0.00013594344752582924,OPT-C-01-04,1
A008818,0.0004205,4.5314482508609755e-05,OPT-C-01-04,2
A008819,0.00114048,0.0,OPT-A-05-07,5
A008820,0.0009251,0.0,OPT-C-01-04,5
A008821,0.00095265,0.0,OPT-C-01-04,1
A008822,0.00073728,0.00045314482508609753,OPT-A-01-04,0
A008823,0.0006125,0.00013594344752582924,OPT-B-01-04,0
A008824,0.002023,0.0,OPT-B-01-04,3
A008825,0.000722,0.00022657241254304877,OPT-B-01-04,0
A008826,0.0004332,4.5314482508609755e-05,OPT-B-01-04,0
A008827,0.0003675,0.0011328620627152437,OPT-A-01-04,0
A008828,0.044313022836538464,0.0002718868950516585,OPT-MDK-14,1
A008829,0.0001584,0.00013594344752582924,OPT-A-01-04,0
A008830,0.010951125,0.0020391517128874386,OPT-C-07-11,1
A008831,0.0077625,0.0026735544680079756,OPT-B-01-04,0
A008832,0.010246602016840864,9.062896501721951e-05,OPT-C-01-04,0
A008833,0.00253125,0.00018125793003443902,OPT-A-05-07,0
A008834,0.0051,4.5314482508609755e-05,OPT-B-01-04,0
A008835,0.003125,0.0002718868950516585,OPT-C-01-04,0
A008836,0.0005832000000000001,0.0003172013775602683,OPT-B-01-04,4
A008837,0.000532512,0.0,OPT-C-01-04,3
A008838,0.000241935,0.00013594344752582924,OPT-C-01-04,3
A008839,0.00037845,9.062896501721951e-05,OPT-C-01-04,8
A008840,0.001024,0.0003172013775602683,OPT-MDK-14,1
A008841,0.000238144,0.00013594344752582924,OPT-A-01-04,0
A008842,0.0006498,0.0,OPT-B-01-04,1
A008843,0.00055125,0.0,OPT-C-05-07,0
A008844,0.0013639680000000001,0.0002718868950516585,OPT-A-05-07,2
A008845,0.000931225,0.0005890882726119267,OPT-B-01-04,1
A008846,0.000373248,0.00036251586006887804,OPT-B-01-04,2
A008847,0.00020480000000000002,9.062896501721951e-05,OPT-B-01-04,4
A008848,0.000373248,9.062896501721951e-05,OPT-B-01-04,0
A008849,0.00037845,0.0,OPT-B-01-04,2
A008850,0.00037845,0.0,OPT-B-01-04,9
A008851,0.0061965,0.0,OPT-C-05-07,2
A008852,0.00256,0.0,OPT-B-01-04,5
A008853,0.000449352,0.0,OPT-C-05-07,0
A008854,0.00044368200000000004,0.0,OPT-C-05-07,0
A008855,0.00022326,9.062896501721951e-05,OPT-C-01-04,0
A008856,0.00055125,0.0011781765452238534,OPT-B-01-04,2
A008857,0.001575056,0.00022657241254304877,OPT-B-01-04,2
A008858,0.0015523599999999998,0.0004078303425774878,OPT-C-01-04,2
A008859,0.0034887420000000004,0.0,OPT-C-01-04,0
A008860,0.0021105,0.000543773790103317,OPT-B-01-04,2
A008861,0.0052291399068912685,4.5314482508609755e-05,OPT-B-01-04,0
A008862,5.85e-06,9.062896501721951e-05,OPT-C-01-04,0
A008863,0.000912,0.0,PALLET-B,0
A008864,0.000180625,4.5314482508609755e-05,OPT-C-01-04,1
A008865,0.0018914673422039128,0.00022657241254304877,OPT-A-01-04,0
A008866,6.6125e-05,0.0,OPT-B-01-04,1
A008867,8.45e-05,4.5314482508609755e-05,OPT-B-01-04,1
A008868,2.5e-06,9.062896501721951e-05,OPT-A-01-04,2
A008869,1.47e-06,0.0012234910277324632,OPT-A-01-04,14
A008870,6.720000000000001e-07,0.00013594344752582924,OPT-A-01-04,0
A008871,1.134e-05,0.00013594344752582924,OPT-B-01-04,20
A008872,0.000875,0.0,OPT-C-01-04,2
A008873,0.0027216,0.0,OPT-C-01-04,1
A008874,0.0052291399068912685,4.5314482508609755e-05,OPT-B-01-04,0
A008875,0.00069825,9.062896501721951e-05,OPT-A-01-04,0
A008876,0.0017577,4.5314482508609755e-05,OPT-A-01-04,0
A008877,0.012177,0.0,OPT-B-05-07,2
A008878,0.4064062499999999,0.0,OPT-C-01-04,0
A008879,0.003519,0.0,OPT-B-01-04,1
A008880,0.0052291399068912685,0.00013594344752582924,OPT-B-01-04,0
A008881,0.0052291399068912685,0.00013594344752582924,OPT-B-01-04,2
A008882,0.003552,0.0,OPT-C-01-04,2
A008883,0.0161595,0.0,OPT-B-01-04,2
A008884,0.13998698831192008,0.0,OPT-C-07-11,1
A008885,0.00024768,0.0,OPT-C-01-04,1
A008886,0.00019494,0.0,OPT-B-01-04,1
A008887,0.000273125,0.0,OPT-A-05-07,2
A008888,0.000928,4.5314482508609755e-05,OPT-C-01-04,0
A008889,0.011466,0.0003172013775602683,OPT-A-05-07,1
A008890,0.02041088,0.0,OPT-C-01-04,0
A008891,0.000333125,4.5314482508609755e-05,OPT-B-01-04,0
A008892,0.03127425,0.0,OPT-B-01-04,0
A008893,0.03127425,0.0,OPT-C-01-04,0
A008894,0.15337565,0.0,OPT-B-01-04,0
A008895,0.00031751999999999996,0.0,OPT-C-01-04,1
A008896,0.000293132,0.0,OPT-B-01-04,2
A008897,0.000339472,0.0,OPT-C-01-04,1
A008898,0.00028067200000000004,0.0,OPT-A-05-07,1
A008899,0.000326,0.00036251586006887804,OPT-A-01-04,3
A008900,2.16e-05,9.062896501721951e-05,OPT-C-01-04,1
A008901,3.6979999999999995e-05,9.062896501721951e-05,OPT-C-01-04,0
A008902,3.6979999999999995e-05,4.5314482508609755e-05,OPT-B-01-04,0
A008903,1.7672e-05,0.0,OPT-B-01-04,2
A008904,1.3456e-05,9.062896501721951e-05,OPT-C-01-04,2
A008905,1.6245e-05,4.5314482508609755e-05,OPT-C-01-04,1
A008906,1.9494e-05,0.0,OPT-C-01-04,3
A008907,1.9494e-05,9.062896501721951e-05,OPT-C-01-04,2
A008908,1.9494e-05,0.0,OPT-C-01-04,2
A008909,2.3232e-05,0.00013594344752582924,OPT-A-01-04,0
A008910,9.6148e-05,0.0,OPT-C-01-04,1
A008911,7.252e-06,0.0,OPT-B-01-04,2
A008912,0.000102675,0.0,OPT-B-01-04,1
A008913,1.5104e-05,0.0,OPT-B-01-04,2
A008914,7.68e-06,0.0,OPT-B-01-04,2
A008915,0.000541875,0.0,OPT-A-05-07,1
A008916,0.000121212,0.0,OPT-B-01-04,1
A008917,5.2919999999999995e-06,0.0,PALLET-B,0
A008918,3.9e-05,0.0,OPT-B-01-04,1
A008919,2.2724e-05,0.0,OPT-B-01-04,1
A008920,3.8939999999999996e-05,4.5314482508609755e-05,OPT-B-01-04,2
A008921,9.6e-06,0.0002718868950516585,OPT-A-01-04,5
A008922,1.6800000000000002e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008923,7.04e-06,0.0,OPT-C-01-04,2
A008924,7.895999999999999e-05,0.0005890882726119267,OPT-A-01-04,0
A008925,4.1664e-05,0.0,OPT-B-01-04,1
A008926,8.151e-06,0.0,OPT-C-01-04,6
A008927,7.942e-06,0.0002718868950516585,OPT-A-01-04,38
A008928,4.62e-06,0.0020391517128874386,OPT-A-01-04,5
A008929,1.89e-05,0.00036251586006887804,OPT-B-01-04,6
A008930,7.332e-05,0.0004078303425774878,OPT-B-01-04,1
A008931,2.52e-05,0.00045314482508609753,OPT-A-01-04,1
A008932,6.0491999999999996e-05,0.0,OPT-C-01-04,3
A008933,0.000128,4.5314482508609755e-05,OPT-C-01-04,0
A008934,3.5721e-05,0.0038970454957404387,OPT-A-01-04,2
A008935,6.3104e-05,9.062896501721951e-05,OPT-B-01-04,25
A008936,5.445e-05,0.0,OPT-B-01-04,1
A008937,1.2996e-05,0.0002718868950516585,OPT-B-01-04,0
A008938,8.45e-07,4.5314482508609755e-05,OPT-C-01-04,0
A008939,0.000289,0.0,OPT-B-01-04,1
A008940,0.0002,9.062896501721951e-05,OPT-C-01-04,0
A008941,0.0001728,0.00036251586006887804,OPT-B-01-04,0
A008942,7.2e-05,0.0,OPT-B-01-04,1
A008943,6.05e-05,9.062896501721951e-05,OPT-B-01-04,0
A008944,0.000116964,0.0002718868950516585,OPT-B-01-04,0
A008945,6.840000000000001e-05,9.062896501721951e-05,OPT-B-01-04,0
A008946,0.00024,0.0,OPT-B-01-04,1
A008947,0.0001178,0.0,OPT-C-01-04,1
A008948,9.240000000000001e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008949,0.00018375,0.0,OPT-B-01-04,1
A008950,4.114e-05,0.00018125793003443902,OPT-A-01-04,3
A008951,0.00012869999999999998,0.0,OPT-B-01-04,1
A008952,3.456e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008953,7.2e-05,0.0,OPT-C-01-04,2
A008954,1.0125e-05,4.5314482508609755e-05,OPT-A-01-04,0
A008955,1.936e-05,9.062896501721951e-05,OPT-B-01-04,2
A008956,5.0456000000000006e-05,0.0,OPT-C-01-04,1
A008957,2.25e-05,0.0,PALLET-C,2
A008958,2.75e-05,0.0011328620627152437,OPT-A-01-04,1
A008959,2.75e-05,0.0015406924052927316,OPT-A-01-04,6
A008960,3.685e-05,0.0,OPT-B-01-04,4
A008961,0.00038408999999999996,0.0003172013775602683,MERAKEZET,1
A008962,0.001082768,0.0,OPT-C-01-04,4
A008963,0.002106,0.004168932390792097,OPT-B-01-04,5
A008964,0.00207866,0.0006797172376291463,OPT-C-01-04,7
A008965,0.002325375,0.0006344027551205366,OPT-A-05-07,1
A008966,0.00627,4.5314482508609755e-05,OPT-C-01-04,0
A008967,0.004340699999999999,0.0,PALLET-C,2
A008968,0.0041808,0.0,OPT-C-01-04,1
A008969,0.00504,9.062896501721951e-05,OPT-C-07-11,0
A008970,0.00014630550476190475,4.5314482508609755e-05,OPT-A-01-04,0
A008971,0.0034,0.0,OPT-C-01-04,0
A008972,6.3e-05,0.0,OPT-C-01-04,2
A008973,9.604e-06,0.00013594344752582924,OPT-B-01-04,1
A008974,0.00209475,0.0,OPT-C-01-04,14
A008975,0.00019624,0.0,OPT-C-01-04,3
A008976,0.035696,0.0,OPT-C-05-07,3
A008977,0.00012,0.0,OPT-B-01-04,1
A008978,0.000216384,4.5314482508609755e-05,OPT-C-05-07,0
A008979,0.007452,0.0,OPT-C-01-04,3
A008980,0.000492,0.0,OPT-C-01-04,1
A008981,1.1564e-05,0.0,OPT-C-01-04,1
A008982,7.14e-05,4.5314482508609755e-05,OPT-C-01-04,2
A008983,2.75e-05,0.0,OPT-C-01-04,1
A008984,1.3e-05,0.0,OPT-C-01-04,1
A008985,0.00057715,4.5314482508609755e-05,OPT-C-01-04,2
A008986,0.000129744,0.0,OPT-B-01-04,1
A008987,0.00015033600000000002,0.0,OPT-B-01-04,1
A008988,0.0001936,0.0,OPT-B-01-04,1
A008989,0.002106,0.0,OPT-B-01-04,1
A008990,1.2800000000000001e-05,0.0,OPT-C-01-04,1
A008991,0.005952,0.00022657241254304877,OPT-C-07-11,1
A008992,0.0096525,9.062896501721951e-05,OPT-C-01-04,4
A008993,0.0002376,0.0009062896501721951,OPT-A-01-04,1
A008994,0.0102375,0.00036251586006887804,OPT-B-01-04,0
A008995,0.000195,0.00022657241254304877,OPT-C-01-04,0
A008996,6.3882e-05,4.5314482508609755e-05,OPT-C-01-04,0
A008997,0.01207752,0.0,OPT-B-01-04,2
A008998,0.005125,0.0,OPT-A-07-11,4
A008999,0.001008,9.062896501721951e-05,OPT-B-01-04,1
A009000,0.00706875,0.0002718868950516585,OPT-B-01-04,0
A009001,0.0004896,4.5314482508609755e-05,OPT-B-01-04,1
A009002,0.0018525,4.5314482508609755e-05,OPT-A-01-04,0
A009003,0.00052,4.5314482508609755e-05,OPT-C-01-04,1
A009004,0.000504,0.0007250317201377561,OPT-A-01-04,1
A009005,0.000468,0.0,OPT-B-01-04,1
A009006,0.000624,0.002582925502990756,OPT-A-05-07,2
A009007,0.000247722,0.00013594344752582924,OPT-C-01-04,0
A009008,0.00051376,0.0022204096429218776,OPT-A-01-04,7
A009009,0.00052,0.0012234910277324632,OPT-A-01-04,4
A009010,0.0011087999999999998,0.0006797172376291463,OPT-A-01-04,3
A009011,0.001421,4.5314482508609755e-05,OPT-C-01-04,0
A009012,0.001451808,0.0008609751676635853,OPT-B-01-04,7
A009013,0.001029952,0.0010422330976980242,OPT-A-01-04,3
A009014,0.0001445,0.0010422330976980242,OPT-A-01-04,3
A009015,3.9689999999999994e-05,9.062896501721951e-05,OPT-B-01-04,0
A009016,2.3e-05,0.0,OPT-C-01-04,6
A009017,1.26e-05,0.00022657241254304877,OPT-A-01-04,2
A009018,6.93e-06,0.0004078303425774878,OPT-A-01-04,9
A009019,0.00553875,0.0002718868950516585,CANTI-LIGHT,0
A009020,0.005775,4.5314482508609755e-05,CANTI-LIGHT,16
A009021,0.006075,0.0,OPT-MDK-14,1
A009022,0.0126672,0.0009516041326808048,OPT-B-05-07,0
