date,uuid,quantity
2021-04-19,A017060,1
2021-04-19,A017064,2
2021-04-19,A017084,2
2021-04-19,A017089,5
2021-04-19,A017136,2
2021-04-19,A017169,2
2021-04-19,A017201,2
2021-04-19,A017214,2
2021-04-19,A017234,8
2021-04-19,A017235,2
2021-04-19,A017268,1
2021-04-19,A017303,2
2021-04-19,A017355,1
2021-04-19,A017356,1
2021-04-19,A017373,3
2021-04-19,A017374,4
2021-04-19,A017380,2
2021-04-19,A017383,5
2021-04-19,A017384,1
2021-04-19,A017469,1
2021-04-19,A017484,2
2021-04-19,A017506,2
2021-04-19,A017507,2
2021-04-19,A017513,2
2021-04-19,A017517,1
2021-04-19,A017520,2
2021-04-19,A017568,1
2021-04-19,A017586,1
2021-04-19,A018089,1
2021-04-19,A018211,1
2021-04-19,A018825,10
2021-04-19,A018883,1
2021-04-19,A018917,1
2021-04-19,A019004,7
2021-04-19,A019014,1
2021-04-19,A019051,1
2021-04-19,A019087,10
2021-04-19,A019189,1
2021-04-19,A019246,1
2021-04-19,A019326,6
2021-04-19,A019333,6
2021-04-19,A019349,1
2021-04-19,A019354,6
2021-04-19,A019361,3
2021-04-19,A019366,3
2021-04-19,A019372,2
2021-04-19,A019570,4
2021-04-19,A019611,11
2021-04-19,A019623,4
2021-04-19,A019639,1
2021-04-19,A019668,1
2021-04-19,A019729,1
2021-04-19,A019730,1
2021-04-19,A019835,1
2021-04-19,A019873,1
2021-04-19,A019902,2
2021-04-19,A019987,5
2021-04-19,A019992,10
2021-04-19,A020009,2
2021-04-19,A020073,1
2021-04-19,A020081,2
2021-04-19,A020114,1
2021-04-19,A020175,4
2021-04-19,A020219,1
2021-04-19,A020247,40
2021-04-19,A020248,10
2021-04-19,A020272,5
2021-04-19,A020351,2
2021-04-19,A020355,6
2021-04-19,A020394,1
2021-04-19,A020443,2
2021-04-19,A020470,3
2021-04-19,A020480,5
2021-04-19,A020490,3
2021-04-19,A020494,2
2021-04-19,A020497,3
2021-04-19,A020529,10
2021-04-19,A020538,4
2021-04-19,A020540,71
2021-04-19,A020550,2
2021-04-19,A020564,2
2021-04-19,A020569,2
2021-04-19,A020570,1
2021-04-19,A020621,2
2021-04-19,A020773,2
2021-04-19,A020799,5
2021-04-19,A020894,4
2021-04-19,A020898,20
2021-04-19,A020916,4
2021-04-19,A020947,1
2021-04-19,A020948,2
2021-04-19,A020960,2
2021-04-19,A020971,1
2021-04-19,A021157,4
2021-04-19,A021160,26
2021-04-19,A021283,3
2021-04-19,A021289,10
2021-04-19,A021294,14
2021-04-19,A021301,2
2021-04-19,A021311,20
2021-04-19,A021381,2
2021-04-19,A021400,2
2021-04-19,A021413,2
2021-04-19,A021438,11
2021-04-19,A021443,5
2021-04-19,A021832,7
2021-04-19,A021857,1
2021-04-19,A021943,2
2021-04-19,A021951,2
2021-04-19,A022260,4
2021-04-19,A022394,3
2021-04-19,A022462,1
2021-04-19,A022469,5
2021-04-19,A022751,50
2021-04-19,A022869,1
2021-04-19,A022973,1
2021-04-19,A022978,5
2021-04-19,A023005,1
2021-04-19,A023024,2
2021-04-19,A023030,1
2021-04-19,A023099,1
2021-04-19,A023182,1
2021-04-19,A023195,1
2021-04-19,A023707,1
2021-04-19,A023712,4
2021-04-19,A023916,9
2021-04-19,A023956,6
2021-04-19,A024011,1
2021-04-19,A024038,2
2021-04-19,A024100,2
2021-04-19,A024121,1
2021-04-19,A024161,1
2021-04-19,A024173,10
2021-04-19,A024174,3
2021-04-19,A024188,13
2021-04-19,A024208,33
2021-04-19,A024244,16
2021-04-19,A024266,2
2021-04-19,A024272,43
2021-04-19,A024273,1
2021-04-19,A024279,10
2021-04-19,A024286,20
2021-04-19,A024287,10
2021-04-19,A024289,21
2021-04-19,A024300,3
2021-04-19,A024307,15
2021-04-19,A024367,3
2021-04-19,A024375,1
2021-04-19,A024379,39
2021-04-19,A024383,4
2021-04-19,A024397,3
2021-04-19,A024398,1
2021-04-19,A024409,1
2021-04-19,A024417,5
2021-04-19,A024426,10
2021-04-19,A024430,1
2021-04-19,A024431,1
2021-04-19,A024473,4
2021-04-19,A024479,5
2021-04-19,A024489,2
2021-04-19,A024495,1
2021-04-19,A024504,1
2021-04-19,A024505,2
2021-04-19,A024513,3
2021-04-19,A024514,10
2021-04-19,A024641,10
2021-04-19,A024651,10
2021-04-19,A024659,1
2021-04-19,A024664,1
2021-04-19,A024693,2
2021-04-19,A024787,9
2021-04-19,A024806,1
2021-04-19,A024856,2
2021-04-19,A024882,3
2021-04-19,A024887,1
2021-04-19,A024968,1
2021-04-19,A025061,1
2021-04-19,A025063,2
2021-04-19,A025088,1
2021-04-19,A025133,3
2021-04-19,A025148,2
2021-04-19,A025266,15
2021-04-19,A025284,1
2021-04-19,A025294,2
2021-04-19,A025531,50
2021-04-19,A025532,2
2021-04-19,A025663,1
2021-04-19,A025710,600
2021-04-19,A025746,9
2021-04-19,A025935,3
2021-04-19,A026013,2
2021-04-19,A026064,2
2021-04-19,A026150,10
2021-04-19,A026206,2
2021-04-19,A026245,2
2021-04-19,A026284,25
2021-04-19,A026304,10
2021-04-19,A026320,10
2021-04-19,A026531,2
2021-04-19,A026535,24
2021-04-19,A026536,40
2021-04-19,A026596,1
2021-04-19,A026597,20
2021-04-19,A026733,10
2021-04-19,A026784,30
2021-04-19,A026792,20
2021-04-19,A026803,6
2021-04-19,A026806,6
2021-04-19,A026808,4
2021-04-19,A026829,4
2021-04-19,A026851,2
2021-04-19,A026872,1
2021-04-19,A026918,3
2021-04-19,A026975,13
2021-04-19,A026987,2
2021-04-19,A027011,8
2021-04-19,A027153,1
2021-04-19,A027345,1
2021-04-19,A027819,10
2021-04-19,A027827,2
2021-04-19,A027869,4
2021-04-19,A027871,4
2021-04-19,A027878,4
2021-04-19,A028343,2
2021-04-19,A029043,10
2021-04-19,A029071,3
2021-04-19,A029137,5
2021-04-19,A029142,5
2021-04-19,A029158,3
2021-04-19,A029171,8
2021-04-19,A029173,7
2021-04-19,A029182,5
2021-04-19,A029187,9
2021-04-19,A029190,1
2021-04-19,A029321,2
2021-04-19,A029472,1
2021-04-19,A029525,1
2021-04-19,A029614,1
2021-04-19,A029656,1
2021-04-19,A029798,1
2021-04-19,A029819,100
2021-04-19,A029826,50
2021-04-19,A029827,100
2021-04-19,A029873,1
2021-04-19,A029922,3
2021-04-19,A029923,1
2021-04-19,A029924,4
2021-04-19,A029938,1
2021-04-19,A030056,1
2021-04-19,A030095,1
2021-04-19,A030117,2
2021-04-19,A030124,1
2021-04-19,A030168,800
2021-04-19,A030206,1
2021-04-19,A030207,1
2021-04-19,A030290,34
2021-04-20,A002822,1
2021-04-20,A003459,5
2021-04-20,A013878,1
2021-04-20,A014875,9
2021-04-20,A014996,6
2021-04-20,A016353,1
2021-04-20,A018382,1
2021-04-20,A019249,1
2021-04-20,A020259,4
2021-04-20,A023877,1
2021-04-20,A024160,1
2021-04-20,A024244,1
2021-04-20,A024467,1
2021-04-20,A024615,1
2021-04-20,A025545,1
2021-04-20,A026227,1
2021-04-20,A026355,1
2021-04-20,A026534,1
2021-04-20,A027647,1
2021-04-20,A028006,1
2021-04-20,A029277,2
2021-04-20,A029293,2
2021-04-20,A029315,2
2021-04-20,A029338,2
2021-04-20,A029423,2
2021-04-20,A030115,1
2021-04-21,A001487,2
2021-04-21,A002029,1
2021-04-21,A002030,1
2021-04-21,A002161,1
2021-04-21,A002162,1
2021-04-21,A002163,1
2021-04-21,A002164,1
2021-04-21,A003142,2
2021-04-21,A003618,1
2021-04-21,A009952,1
2021-04-21,A013236,1
2021-04-21,A013693,1
2021-04-21,A013891,1
2021-04-21,A013917,1
2021-04-21,A013919,1
2021-04-21,A013931,3
2021-04-21,A014321,1
2021-04-21,A014820,1
2021-04-21,A015407,1
2021-04-21,A016622,1
2021-04-21,A017565,1
2021-04-21,A017584,1
2021-04-21,A017713,1
2021-04-21,A019304,1
2021-04-21,A024929,1
2021-04-22,A014767,2
2021-04-22,A014804,1
2021-04-22,A014808,1
2021-04-22,A014922,1000
2021-04-22,A014971,5
2021-04-22,A014995,430
2021-04-22,A014998,220
2021-04-22,A015111,1
2021-04-22,A015266,20000
2021-04-22,A015301,6
2021-04-22,A015404,2
2021-04-22,A015405,5
2021-04-22,A015449,4
2021-04-22,A015895,2
2021-04-22,A016063,151
2021-04-22,A016089,1
2021-04-22,A016276,1
2021-04-22,A016353,1
2021-04-22,A016457,19
2021-04-22,A016458,1
2021-04-22,A016551,2
2021-04-22,A016571,1
2021-04-22,A016572,5
2021-04-22,A016581,100
2021-04-22,A016641,2
2021-04-22,A016642,3
2021-04-22,A016758,50
2021-04-22,A016763,20
2021-04-22,A016764,40
2021-04-22,A016976,6
2021-04-22,A017072,2
2021-04-22,A017315,1
2021-04-22,A017436,10
2021-04-22,A017437,1
2021-04-22,A017502,2
2021-04-22,A017580,13
2021-04-22,A017733,6
2021-04-22,A017766,1
2021-04-22,A017846,4
2021-04-22,A017892,2
2021-04-22,A018881,3
2021-04-22,A019001,1
2021-04-22,A019268,5
2021-04-22,A019343,7
2021-04-22,A019355,2
2021-04-22,A019361,2
2021-04-22,A019565,1
2021-04-22,A019592,1
2021-04-22,A019614,1
2021-04-22,A019623,2
2021-04-22,A019902,1
2021-04-22,A020266,5
2021-04-22,A020272,2
2021-04-22,A020274,1
2021-04-22,A020278,2
2021-04-22,A020279,1
2021-04-22,A020368,1
2021-04-22,A020419,10
2021-04-22,A020489,1
2021-04-22,A020511,6
2021-04-22,A020521,1
2021-04-22,A020529,4
2021-04-22,A020540,10
2021-04-22,A020674,1
2021-04-22,A020851,1
2021-04-22,A020894,2
2021-04-22,A020948,1
2021-04-22,A021060,4
2021-04-22,A021159,1
2021-04-22,A021160,7
2021-04-22,A021161,5
2021-04-22,A021165,2
2021-04-22,A021174,1
2021-04-22,A021201,9
2021-04-22,A021216,1
2021-04-22,A021294,14
2021-04-22,A021340,5
2021-04-22,A021345,4
2021-04-22,A021446,20
2021-04-22,A021466,2
2021-04-22,A021468,2
2021-04-22,A021662,2
2021-04-22,A021709,5
2021-04-22,A021832,1
2021-04-22,A021834,11
2021-04-22,A021890,2
2021-04-22,A022092,1
2021-04-22,A022221,1
2021-04-22,A022227,5
2021-04-22,A022254,1
2021-04-22,A022260,1
2021-04-22,A022271,1
2021-04-22,A022349,13
2021-04-22,A022453,2
2021-04-22,A022469,2
2021-04-22,A022471,2
2021-04-22,A022473,1
2021-04-22,A022554,5
2021-04-22,A022689,1
2021-04-22,A022743,29
2021-04-22,A022779,36
2021-04-22,A022783,1
2021-04-22,A022972,3
2021-04-22,A023011,4
2021-04-22,A023022,1
2021-04-22,A023025,1
2021-04-22,A023063,1
2021-04-22,A023182,5
2021-04-22,A023294,1
2021-04-22,A023300,4
2021-04-22,A023835,1
2021-04-22,A023944,1
2021-04-22,A024028,3
2021-04-22,A024117,1
2021-04-22,A024130,5
2021-04-22,A024138,29
2021-04-22,A024244,11
2021-04-22,A024272,5
2021-04-22,A024280,5
2021-04-22,A024326,2
2021-04-22,A024374,2
2021-04-22,A024379,10
2021-04-22,A024437,1
2021-04-22,A024489,2
2021-04-22,A024528,1
2021-04-22,A024543,26
2021-04-22,A024651,5
2021-04-22,A024660,5
2021-04-22,A024706,1
2021-04-22,A024770,6
2021-04-22,A024801,1
2021-04-22,A024810,3
2021-04-22,A024812,8
2021-04-22,A024830,17
2021-04-22,A024882,1
2021-04-22,A025021,1
2021-04-22,A025047,7
2021-04-22,A025055,22
2021-04-22,A025262,1
2021-04-22,A025289,2
2021-04-22,A025327,1
2021-04-22,A025461,1
2021-04-22,A025535,1
2021-04-22,A025716,1
2021-04-22,A025746,2
2021-04-22,A025884,1
2021-04-22,A025924,1
2021-04-22,A025930,4
2021-04-22,A025936,1
2021-04-22,A026012,2
2021-04-22,A026013,1
2021-04-22,A026026,1
2021-04-22,A026181,3
2021-04-22,A026224,5
2021-04-22,A026245,4
2021-04-22,A026282,5
2021-04-22,A026284,4
2021-04-22,A026324,2
2021-04-22,A026330,4
2021-04-22,A026349,5
2021-04-22,A026526,1
2021-04-22,A026545,2800
2021-04-22,A026546,2
2021-04-22,A026794,3
2021-04-22,A026803,1
2021-04-22,A026928,4
2021-04-22,A027068,23
2021-04-22,A027075,25
2021-04-22,A027253,1
2021-04-22,A027405,1
2021-04-22,A027453,2
2021-04-22,A027800,3
2021-04-22,A027815,2
2021-04-22,A027842,2
2021-04-22,A027866,5
2021-04-22,A027878,3
2021-04-22,A027884,1
2021-04-22,A027900,1
2021-04-22,A027909,1
2021-04-22,A027992,4
2021-04-22,A028322,1
2021-04-22,A028350,1
2021-04-22,A028390,2
2021-04-22,A028423,1
2021-04-22,A028575,2
2021-04-22,A028665,1
2021-04-22,A028826,1
2021-04-22,A029070,3
2021-04-22,A029182,3
2021-04-22,A029396,1
2021-04-22,A029449,1
2021-04-22,A029567,1
2021-04-22,A029614,1
2021-04-22,A029672,5
2021-04-22,A029783,198
2021-04-22,A029827,30
2021-04-22,A029832,20
2021-04-22,A029833,8
2021-04-22,A029882,4
2021-04-22,A029924,1
2021-04-22,A030000,3
2021-04-22,A030006,1
2021-04-22,A030115,2
2021-04-22,A030124,1
2021-04-22,A030169,400
2021-04-22,A030431,1
2021-04-23,A000630,4
2021-04-23,A000750,4
2021-04-23,A001790,1
2021-04-23,A002395,1
2021-04-23,A002466,1
2021-04-23,A002967,1
2021-04-23,A003015,1
2021-04-23,A003065,1
2021-04-23,A003305,1
2021-04-23,A003377,1
2021-04-23,A003847,2
2021-04-23,A003938,1
2021-04-23,A003940,1
2021-04-23,A004085,1
2021-04-23,A004958,1
2021-04-23,A004960,1
2021-04-23,A005125,1
2021-04-23,A006973,1
2021-04-23,A007494,1
2021-04-23,A007834,1
2021-04-23,A007974,1
2021-04-23,A008508,1
2021-04-23,A008534,1
2021-04-23,A008594,1
2021-04-23,A009008,1
2021-04-23,A009545,1
2021-04-23,A009568,1
2021-04-23,A009569,1
2021-04-23,A010826,1
2021-04-23,A010829,1
2021-04-23,A010890,1
2021-04-23,A011596,1
2021-04-23,A011660,1
2021-04-23,A011751,1
2021-04-23,A012872,1
2021-04-23,A013861,1
2021-04-23,A013890,1
2021-04-23,A013898,1
2021-04-23,A013904,1
2021-04-23,A013905,1
2021-04-23,A013946,1
2021-04-23,A016979,1
2021-04-25,A000350,10
2021-04-25,A000434,100
2021-04-25,A000571,4
2021-04-25,A000730,20
2021-04-25,A000766,200
2021-04-25,A000924,2
2021-04-25,A001632,100
2021-04-25,A001967,3
2021-04-25,A001968,5
2021-04-25,A002121,3
2021-04-25,A002178,40
2021-04-25,A002434,1
2021-04-25,A002907,2
2021-04-25,A003066,3
2021-04-25,A003110,2
2021-04-25,A003865,12
2021-04-25,A003867,8
2021-04-25,A003935,20
2021-04-25,A004001,1
2021-04-25,A004189,2
2021-04-25,A004199,3
2021-04-25,A004217,3
2021-04-25,A004576,10
2021-04-25,A004611,13
2021-04-25,A004987,6
2021-04-25,A005033,3
2021-04-25,A005127,10
2021-04-25,A005842,1
2021-04-25,A005924,1
2021-04-25,A006057,3
2021-04-25,A006325,2
2021-04-25,A006326,2
2021-04-25,A006431,1
2021-04-25,A006432,1
2021-04-25,A006480,1
2021-04-25,A006675,2
2021-04-25,A006838,1
2021-04-25,A007415,2
2021-04-25,A007416,2
2021-04-25,A007453,4
2021-04-25,A007454,4
2021-04-25,A007455,4
2021-04-25,A007456,4
2021-04-25,A007831,3
2021-04-25,A008130,10
2021-04-25,A008163,1
2021-04-25,A008294,11
2021-04-25,A008395,1
2021-04-25,A008443,3
2021-04-25,A009607,1
2021-04-25,A010089,5
2021-04-25,A010091,5
2021-04-25,A010158,4
2021-04-25,A010262,2
2021-04-25,A010416,2
2021-04-25,A010424,3
2021-04-25,A010456,2
2021-04-25,A010576,1
2021-04-25,A010577,1
2021-04-25,A011122,1
2021-04-25,A011234,1
2021-04-25,A011279,2
2021-04-25,A011619,6
2021-04-25,A012930,2
2021-04-25,A012931,2
2021-04-25,A013857,1
2021-04-25,A013861,3
2021-04-25,A013871,22
2021-04-25,A013894,1
2021-04-25,A013917,1
2021-04-25,A013923,1
2021-04-25,A013931,1
2021-04-25,A013946,1
2021-04-25,A014087,1
2021-04-25,A014096,1
2021-04-25,A014097,1
2021-04-25,A014104,2
2021-04-25,A014120,1
2021-04-25,A014998,80
2021-04-25,A015340,4
2021-04-25,A015401,1
2021-04-25,A016078,130
2021-04-25,A016581,900
2021-04-25,A016763,10
2021-04-25,A016764,10
2021-04-25,A017690,2
2021-04-25,A017847,1
2021-04-25,A018578,1
2021-04-25,A018807,1
2021-04-25,A019268,1
2021-04-25,A019343,1
2021-04-25,A019394,1
2021-04-25,A019410,2
2021-04-25,A019964,1
2021-04-25,A020180,1
2021-04-25,A020518,2
2021-04-25,A021375,3
2021-04-25,A021691,5
2021-04-25,A021928,4
2021-04-25,A022092,10
2021-04-25,A022554,5
2021-04-25,A022945,2
2021-04-25,A023035,1
2021-04-25,A023052,1
2021-04-25,A023062,6
2021-04-25,A023063,4
2021-04-25,A023087,1
2021-04-25,A023313,2
2021-04-25,A023361,2
2021-04-25,A023892,13
2021-04-25,A023925,6
2021-04-25,A023964,1
2021-04-25,A024006,1
2021-04-25,A024136,46
2021-04-25,A024138,12
2021-04-25,A024543,20
2021-04-25,A024621,10
2021-04-25,A025270,1
2021-04-25,A025548,4
2021-04-25,A025884,2
2021-04-25,A026026,1
2021-04-25,A026246,1
2021-04-25,A026545,3600
2021-04-25,A027476,2
2021-04-25,A028350,2
2021-04-25,A028480,1
2021-04-25,A028665,2
2021-04-25,A029672,4
2021-04-25,A029783,390
2021-04-25,A029833,74
2021-04-25,A030000,1
2021-04-26,A000512,12
2021-04-26,A005565,1
2021-04-26,A009791,1
2021-04-26,A010262,2
2021-04-26,A010612,2
2021-04-26,A010613,2
2021-04-26,A010807,1
2021-04-26,A013860,2
2021-04-26,A013902,1
2021-04-26,A013909,1
2021-04-26,A013917,1
2021-04-26,A013920,1
2021-04-26,A013925,1
2021-04-26,A014596,10
2021-04-26,A014651,20
2021-04-26,A014685,50
2021-04-26,A014694,20
2021-04-26,A014714,2
2021-04-26,A014740,3
2021-04-26,A014758,40
2021-04-26,A014796,20
2021-04-26,A014800,3
2021-04-26,A014808,130
2021-04-26,A014809,3
2021-04-26,A014811,11
2021-04-26,A014820,4
2021-04-26,A014822,8
2021-04-26,A014827,10
2021-04-26,A014912,10
2021-04-26,A014919,320
2021-04-26,A014957,20
2021-04-26,A014971,6
2021-04-26,A014980,10
2021-04-26,A014984,10
2021-04-26,A014993,20
2021-04-26,A014994,420
2021-04-26,A014995,10
2021-04-26,A014996,500
2021-04-26,A015005,2
2021-04-26,A015060,2
2021-04-26,A015089,4
2021-04-26,A015113,1
2021-04-26,A015119,1
2021-04-26,A015123,20
2021-04-26,A015126,12
2021-04-26,A015139,1
2021-04-26,A015198,2
2021-04-26,A015199,3
2021-04-26,A015227,5
2021-04-26,A015233,3
2021-04-26,A015312,5
2021-04-26,A015315,10
2021-04-26,A015317,60
2021-04-26,A015389,5
2021-04-26,A015392,2
2021-04-26,A015400,3
2021-04-26,A015415,1
2021-04-26,A015424,2
2021-04-26,A015428,3
2021-04-26,A015450,1
2021-04-26,A015466,2
2021-04-26,A015716,2
2021-04-26,A015730,1
2021-04-26,A015731,6
2021-04-26,A015754,4
2021-04-26,A015769,1
2021-04-26,A015772,1
2021-04-26,A015876,3
2021-04-26,A015894,1
2021-04-26,A015904,3
2021-04-26,A015923,4
2021-04-26,A015957,2
2021-04-26,A016063,449
2021-04-26,A016072,20
2021-04-26,A016073,2
2021-04-26,A016079,1
2021-04-26,A016104,1
2021-04-26,A016119,5
2021-04-26,A016120,13
2021-04-26,A016129,40
2021-04-26,A016138,1
2021-04-26,A016236,2
2021-04-26,A016250,3
2021-04-26,A016426,2
2021-04-26,A016507,3
2021-04-26,A016517,2
2021-04-26,A016519,4
2021-04-26,A016525,1
2021-04-26,A016526,2
2021-04-26,A016551,2
2021-04-26,A016579,500
2021-04-26,A016583,200
2021-04-26,A016588,1000
2021-04-26,A016606,3
2021-04-26,A016607,20
2021-04-26,A016608,12
2021-04-26,A016633,9
2021-04-26,A016639,13
2021-04-26,A016641,1
2021-04-26,A016661,1
2021-04-26,A016727,4
2021-04-26,A016825,1
2021-04-26,A016847,45
2021-04-26,A016850,4
2021-04-26,A016867,4
2021-04-26,A016879,2
2021-04-26,A016945,1
2021-04-26,A016957,3
2021-04-26,A016963,1
2021-04-26,A016964,1
2021-04-26,A016965,1
2021-04-26,A016990,2
2021-04-26,A017009,1
2021-04-26,A017018,2
2021-04-26,A017034,3
2021-04-26,A017070,4
2021-04-26,A017081,1
2021-04-26,A017100,2
2021-04-26,A017113,1
2021-04-26,A017141,7
2021-04-26,A017143,1
2021-04-26,A017193,1
2021-04-26,A017224,2
2021-04-26,A017237,2
2021-04-26,A017256,5
2021-04-26,A017298,70
2021-04-26,A017324,1
2021-04-26,A017331,2
2021-04-26,A017372,7
2021-04-26,A017375,2
2021-04-26,A017436,10
2021-04-26,A017491,2
2021-04-26,A017562,1
2021-04-26,A017580,1
2021-04-26,A017584,3
2021-04-26,A017601,3
2021-04-26,A017622,3
2021-04-26,A017684,1
2021-04-26,A017709,1
2021-04-26,A017727,1
2021-04-26,A017738,1
2021-04-26,A017739,12
2021-04-26,A017742,3
2021-04-26,A017743,1
2021-04-26,A017776,3
2021-04-26,A018107,1
2021-04-26,A018116,3
2021-04-26,A018118,1
2021-04-26,A018161,30
2021-04-26,A018230,1
2021-04-26,A018243,11
2021-04-26,A018310,5
2021-04-26,A018364,1
2021-04-26,A018379,8
2021-04-26,A018390,4
2021-04-26,A018395,1
2021-04-26,A018409,3
2021-04-26,A018472,1
2021-04-26,A018475,21
2021-04-26,A018482,1
2021-04-26,A018547,5
2021-04-26,A018577,10
2021-04-26,A018580,9
2021-04-26,A018584,3
2021-04-26,A018597,6
2021-04-26,A018598,2
2021-04-26,A018620,11
2021-04-26,A018640,1
2021-04-26,A018642,1
2021-04-26,A018656,5
2021-04-26,A018665,3
2021-04-26,A018717,1
2021-04-26,A018794,1
2021-04-26,A018805,4
2021-04-26,A018863,2
2021-04-26,A018891,1
2021-04-26,A018921,2
2021-04-26,A018957,2
2021-04-26,A018958,2
2021-04-26,A019027,16
2021-04-26,A019104,20
2021-04-26,A019204,1
2021-04-26,A019231,3
2021-04-26,A019286,8
2021-04-26,A019343,10
2021-04-26,A019349,3
2021-04-26,A019377,3
2021-04-26,A019393,3
2021-04-26,A019458,1
2021-04-26,A019470,1
2021-04-26,A019471,3
2021-04-26,A019498,1
2021-04-26,A019518,4
2021-04-26,A019520,5
2021-04-26,A019565,7
2021-04-26,A019566,2
2021-04-26,A019573,1
2021-04-26,A019604,2
2021-04-26,A019634,1
2021-04-26,A019806,16
2021-04-26,A020046,3
2021-04-26,A020078,6
2021-04-26,A020095,2
2021-04-26,A020204,1
2021-04-26,A020217,7
2021-04-26,A020218,20
2021-04-26,A020259,3
2021-04-26,A020270,8
2021-04-26,A020330,2
2021-04-26,A020331,3
2021-04-26,A020354,1
2021-04-26,A020357,1
2021-04-26,A020414,1
2021-04-26,A020455,50
2021-04-26,A020458,2
2021-04-26,A020515,2
2021-04-26,A020520,4
2021-04-26,A020534,2
2021-04-26,A020537,4
2021-04-26,A020575,3
2021-04-26,A020808,1
2021-04-26,A020866,2
2021-04-26,A020879,1
2021-04-26,A021147,2
2021-04-26,A021162,21
2021-04-26,A021167,2
2021-04-26,A021186,6
2021-04-26,A021265,20
2021-04-26,A021274,2
2021-04-26,A021281,5
2021-04-26,A021286,3
2021-04-26,A021336,2
2021-04-26,A021386,2
2021-04-26,A021387,5
2021-04-26,A021446,11
2021-04-26,A021455,9
2021-04-26,A021460,7
2021-04-26,A021466,6
2021-04-26,A021494,1
2021-04-26,A021691,6
2021-04-26,A021696,2
2021-04-26,A021712,1
2021-04-26,A021731,4
2021-04-26,A021740,2
2021-04-26,A021794,1
2021-04-26,A022062,4
2021-04-26,A022074,2
2021-04-26,A022086,6
2021-04-26,A022142,2
2021-04-26,A022147,4
2021-04-26,A022182,1
2021-04-26,A022254,1
2021-04-26,A022276,3
2021-04-26,A022349,19
2021-04-26,A022403,5
2021-04-26,A022453,6
2021-04-26,A022471,1
2021-04-26,A022473,1
2021-04-26,A022495,2
2021-04-26,A022510,1
2021-04-26,A022559,2
2021-04-26,A022594,1
2021-04-26,A022625,10
2021-04-26,A022633,2
2021-04-26,A022643,2
2021-04-26,A022654,3
2021-04-26,A022719,3
2021-04-26,A022743,1
2021-04-26,A022898,2
2021-04-26,A022972,3
2021-04-26,A023184,1
2021-04-26,A023281,1
2021-04-26,A023300,2
2021-04-26,A023648,1
2021-04-26,A023982,1
2021-04-26,A024043,2
2021-04-26,A024136,4
2021-04-26,A024138,5
2021-04-26,A024247,3
2021-04-26,A024249,3
2021-04-26,A024254,2
2021-04-26,A024273,8
2021-04-26,A024291,10
2021-04-26,A024296,2
2021-04-26,A024358,1
2021-04-26,A024375,4
2021-04-26,A024386,15
2021-04-26,A024480,18
2021-04-26,A024619,3
2021-04-26,A024648,1
2021-04-26,A024649,3
2021-04-26,A024669,3
2021-04-26,A024698,6
2021-04-26,A024706,2
2021-04-26,A024795,1
2021-04-26,A024810,5
2021-04-26,A024844,1
2021-04-26,A024883,2
2021-04-26,A024885,1
2021-04-26,A024911,1
2021-04-26,A024950,1
2021-04-26,A025054,5
2021-04-26,A025058,1
2021-04-26,A025069,1
2021-04-26,A025107,2
2021-04-26,A025108,1
2021-04-26,A025170,1
2021-04-26,A025262,1
2021-04-26,A025263,2
2021-04-26,A025289,4
2021-04-26,A025327,3
2021-04-26,A025528,1
2021-04-26,A025697,90
2021-04-26,A025914,1
2021-04-26,A026012,1
2021-04-26,A026027,1
2021-04-26,A026089,1
2021-04-26,A026181,1
2021-04-26,A026204,2
2021-04-26,A026227,6
2021-04-26,A026246,9
2021-04-26,A026285,12
2021-04-26,A026356,1
2021-04-26,A026377,1
2021-04-26,A026382,2
2021-04-26,A026422,1
2021-04-26,A026492,1
2021-04-26,A026493,1
2021-04-26,A026516,1
2021-04-26,A026546,1
2021-04-26,A026554,2
2021-04-26,A026617,10
2021-04-26,A026678,1
2021-04-26,A026801,6
2021-04-26,A026865,3
2021-04-26,A027019,1
2021-04-26,A027071,1
2021-04-26,A027146,1
2021-04-26,A027188,1
2021-04-26,A027277,1
2021-04-26,A027395,2
2021-04-26,A027405,1
2021-04-26,A027406,2
2021-04-26,A027795,1
2021-04-26,A027813,1
2021-04-26,A027822,2
2021-04-26,A027841,3
2021-04-26,A027866,4
2021-04-26,A027872,15
2021-04-26,A028508,1
2021-04-26,A028509,2
2021-04-26,A028938,2
2021-04-26,A028990,1
2021-04-26,A029047,3
2021-04-26,A029070,1
2021-04-26,A029257,5
2021-04-26,A029258,20
2021-04-26,A029263,2
2021-04-26,A029281,2
2021-04-26,A029304,3
2021-04-26,A029396,1
2021-04-26,A029458,1
2021-04-26,A029573,11
2021-04-26,A029607,10
2021-04-26,A029681,2
2021-04-26,A029695,2
2021-04-26,A029725,120
2021-04-26,A029754,1
2021-04-26,A029760,1
2021-04-26,A029783,870
2021-04-26,A029823,4
2021-04-26,A029832,10
2021-04-26,A029833,26
2021-04-26,A029894,2
2021-04-26,A029970,3
2021-04-26,A030013,1
2021-04-26,A030019,5
2021-04-26,A030051,2
2021-04-26,A030057,1
2021-04-26,A030109,1
2021-04-26,A030175,200
2021-04-26,A030185,7
2021-04-26,A030277,1
2021-04-26,A030281,5
2021-04-26,A030429,1
2021-04-26,A030451,2
2021-04-27,A003356,2
2021-04-27,A013502,1
2021-04-27,A015950,5
